cd_cvm,ano,conceito,valor_esperado,tolerancia_rel,status,razao_social,fonte_tipo,fonte_url,data_verificacao,observacao
001023,2024,receita_liquida,104514000000,0.001,DEFEITO_ABERTO,BCO BRASIL S.A.,relatorio_anual,https://www.marketscreener.com/quote/stock/BANCO-DO-BRASIL-S-A-6494540/news/Banco-do-Brasil-S-A-Dados-Economico-Financeiros-49105463/,2026-09-06,"cobertura_receita_financeira | Relatorio da Administracao 2024 do BB (Consolidated Financial Statements Results): 'Receitas - Intermediacao Financeira: 104,514' (R$ milhoes em 2024); 'Receitas - Comissoes e Taxa"
001210,2024,ativo_total,147937000000,0.001,TRAVA,BANRISUL - BANCO DO ESTADO DO RIO GRANDE DO SUL SA,site_fundamentalista,https://stockanalysis.com/quote/bvmf/BRSR6/financials/balance-sheet/,2026-09-06,"Financials in millions BRL — ""Total Assets"" = 147,937 (FY2024, fiscal year ending December 31, 2024)"
001210,2024,lucro_liquido,727250000,0.001,DIVERGENCIA_FONTE,BANRISUL - BANCO DO ESTADO DO RIO GRANDE DO SUL SA,site_fundamentalista,https://stockanalysis.com/quote/bvmf/BRSR6/financials/,2026-09-06,"definicao_da_referencia | rebaixado de TRAVA em 2026-09-08. O agregador publica um unico ""Net Income"" = 727.25 (milhoes BRL) e ele e, por definicao, a parcela dos CONTROLADORES: o mart traz controladores 727.253.000 (desvio 4e-06) contra consolidado 727.798.000 (desvio 7,5e-04). A linha passava na tolerancia de 0,1% por folga, nao por acerto de conceito, e portanto nao testava o consolidado. Requalificar exige fonte primaria do lucro consolidado do Banrisul em 2024, ainda nao obtida."
001210,2024,lucro_liquido_controladores,727250000,0.001,TRAVA,BANRISUL - BANCO DO ESTADO DO RIO GRANDE DO SUL SA,site_fundamentalista,https://stockanalysis.com/quote/bvmf/BRSR6/financials/,2026-09-06,"promovida de DEFEITO_ABERTO em 2026-09-07 (bloco multiplo resolvido pela identidade) | bloco_multiplo_suprime_valor_correto | Financials in millions BRL — ""Net Income:"" ""727.25""; ""Revenue:"" ""6,720""; ""Earnings Per Share (EPS):"" ""1.78"" (FY2024)"
001210,2024,patrimonio_liquido,10419000000,0.001,TRAVA,BANRISUL - BANCO DO ESTADO DO RIO GRANDE DO SUL SA,site_fundamentalista,https://stockanalysis.com/quote/bvmf/BRSR6/financials/balance-sheet/,2026-09-06,"Financials in millions BRL — ""Shareholders' Equity"" = 10,419 e ""Minority Interest"" = 3.71 (FY2024)"
001210,2024,receita_liquida,6720000000,0.001,DEFEITO_ABERTO,BANRISUL - BANCO DO ESTADO DO RIO GRANDE DO SUL SA,site_fundamentalista,https://stockanalysis.com/quote/bvmf/BRSR6/financials/,2026-09-06,"cobertura_receita_financeira | Financials in millions BRL — ""Revenue:"" ""6,720"" (FY2024). Obs.: e um construto de 'revenue de banco' do agregador, nao uma linha publicada pelo Banrisul."
002437,2011,ativo_total,163142432000,0.001,TRAVA,CENTRAIS ELET BRAS S.A. - ELETROBRAS,relatorio_anual,https://www.sec.gov/Archives/edgar/data/0001439124/000119312512242237/d350457d20f.htm,2026-09-06,"Eletrobras' consolidated total assets as of December 31, 2011 were 163,142,432 thousand Reais [balanço patrimonial consolidado, Form 20-F FY2011]"
002437,2011,lucro_liquido,3762019000,0.001,TRAVA,CENTRAIS ELET BRAS S.A. - ELETROBRAS,relatorio_anual,https://www.sec.gov/Archives/edgar/data/0001439124/000119312512242237/d350457d20f.htm,2026-09-06,"""Net income for the year"" – 3,762,019 (R$ thousands)"
002437,2011,lucro_liquido_controladores,3732565000,0.001,TRAVA,CENTRAIS ELET BRAS S.A. - ELETROBRAS,relatorio_anual,https://www.sec.gov/Archives/edgar/data/0001439124/000119312512242237/d350457d20f.htm,2026-09-06,"""Attributable to controlling shareholders"" – 3,732,565 (R$ thousands)"
002437,2011,patrimonio_liquido,77202321000,0.001,TRAVA,CENTRAIS ELET BRAS S.A. - ELETROBRAS,relatorio_anual,https://www.sec.gov/Archives/edgar/data/0001439124/000119312512242237/d350457d20f.htm,2026-09-06,"""Total shareholders' equity"" – 77,202,321 (R$ thousands); ""Non-controlling shareholders' interest"" – 358,812 (R$ thousands)"
002437,2011,receita_liquida,29532744000,0.001,DEFEITO_ABERTO,CENTRAIS ELET BRAS S.A. - ELETROBRAS,relatorio_anual,https://www.sec.gov/Archives/edgar/data/0001439124/000119312512242237/d350457d20f.htm,2026-09-06,"conta_3_01_traz_receita_bruta | ""Net operating revenue"" – 29,532,744 (R$ thousands) [demonstração do resultado consolidado de 2011, Form 20-F FY2011 da Centrais Elétricas Brasileiras S.A.]"
003891,2023,lucro_liquido,23044000,0.005,TRAVA,FINANCEIRA ALFA S.A.- CRED FINANC E INVS,relatorio_anual,https://bancoalfa.com.br/institucional/downloads/1_5587.pdf,2026-09-08,"Proposta da Administracao, fevereiro de 2024, pagina 3 de 70, secao ""II Demonstracoes Financeiras Segundo os Padroes Internacionais (IFRS)"": ""Informamos a seguir os detalhes das demonstracoes financeiras consolidadas da Sociedade ... O lucro liquido foi de R$ 23,0 milhoes"". A secao I, padroes do Banco Central, traz R$ 18,4 milhoes para a base individual: sao coisas diferentes no mesmo documento. Tolerancia 0,5% porque a fonte arredonda para uma casa em milhoes."
003891,2023,lucro_liquido_controladores,18578000,0.001,TRAVA,FINANCEIRA ALFA S.A.- CRED FINANC E INVS,dfp_interno,https://bancoalfa.com.br/institucional/downloads/1_5587.pdf,2026-09-08,"TRAVA DE REGRESSAO INTERNA, nao confirmacao externa -- fonte_tipo corrigido de relatorio_anual para dfp_interno em 2026-09-08. O DFP traz o bloco 3.09 = 23.044.000 com 3.09.01 = 18.578.000 e 3.09.02 = 4.466.000, identidade fechando exatamente, e o TOTAL consolidado IFRS esta confirmado em documento (ver a linha lucro_liquido do mesmo ano). A CISAO controladores/nao controladores NAO foi confirmada fora do DFP: A cisao controladores/nao controladores nao aparece no texto-resumo dessa pagina: ela se apoia no bloco do proprio DFP. O mart publicava NULL porque o seed elege 3.11.01, que a fonte preencheu com zero -- a descricao de 3.09.01 tem NBSP nas pontas e nao casa com a chave do seed."
003980,2011,ativo_total,49981794000,0.001,TRAVA,GERDAU S.A.,relatorio_anual,https://www.sec.gov/Archives/edgar/data/1073404/000110465912027435/a12-9679_120f.htm,2026-09-06,"""Property, plant and equipment, net 9 17,295,071 16,171,560 32,662,645 29,945,316 TOTAL ASSETS 49,981,794 42,891,260"" (In thousands of Brazilian reais)"
003980,2011,lucro_liquido,2097576000,0.001,TRAVA,GERDAU S.A.,relatorio_anual,https://www.sec.gov/Archives/edgar/data/1073404/000110465912027435/a12-9679_120f.htm,2026-09-06,"""NET INCOME 2,097,576 2,457,379 1,004,508 ATTRIBUTABLE TO: Owners of the parent 2,005,727 2,142,488 1,121,966 Non-controlling interests 91,849 314,891 (117,458)"" (In thousands of B"
003980,2011,lucro_liquido_controladores,2005727000,0.001,TRAVA,GERDAU S.A.,relatorio_anual,https://www.sec.gov/Archives/edgar/data/1073404/000110465912027435/a12-9679_120f.htm,2026-09-06,"""NET INCOME 2,097,576 ... ATTRIBUTABLE TO: Owners of the parent 2,005,727 ... Non-controlling interests 91,849""; e na DMPL: ""2011 Changes in Equity Net income - - - - 2,005,727 - -"
003980,2011,patrimonio_liquido,26519803000,0.001,TRAVA,GERDAU S.A.,relatorio_anual,https://www.sec.gov/Archives/edgar/data/1073404/000110465912027435/a12-9679_120f.htm,2026-09-06,"""EQUITY ATTRIBUTABLE TO THE EQUITY HOLDERS OF THE PARENT 24,997,469 19,470,442 NON-CONTROLLING INTERESTS 1,522,334 677,173 EQUITY 26,519,803 20,147,615 TOTAL LIABILITIES AND EQUITY"
003980,2011,receita_liquida,35406780000,0.001,TRAVA,GERDAU S.A.,relatorio_anual,https://www.sec.gov/Archives/edgar/data/1073404/000110465912027435/a12-9679_120f.htm,2026-09-06,"""GERDAU S.A. CONSOLIDATED STATEMENTS OF INCOME for the years ended December 31, 2011, 2010 and 2009 In thousands of Brazilian reais (R$) Note 2011 2010 2009 NET SALES 23 35,406,780"
003980,2024,ativo_total,86814493000,0.001,TRAVA,GERDAU S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001073404/ifrs-full/Assets.json,2026-09-06,"""entityName"":""GERDAU S.A."" ... ""tag"":""Assets"" ... {""end"":""2024-12-31"",""val"":86814493000,""accn"":""0001410578-25-000353"",""form"":""20-F"",""filed"":""2025-03-14""}"
003980,2024,lucro_liquido,4599062000,0.001,TRAVA,GERDAU S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001073404/ifrs-full/ProfitLoss.json,2026-09-06,"""entityName"":""GERDAU S.A."" ... ""tag"":""ProfitLoss"" ... {""start"":""2024-01-01"",""end"":""2024-12-31"",""val"":4599062000,""accn"":""0001410578-25-000353"",""form"":""20-F"",""filed"":""2025-03-14""}"
003980,2024,lucro_liquido_controladores,4566317000,0.001,TRAVA,GERDAU S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001073404/ifrs-full/ProfitLossAttributableToOwnersOfParent.json,2026-09-06,"""entityName"":""GERDAU S.A."" ... ""tag"":""ProfitLossAttributableToOwnersOfParent"" ... {""start"":""2024-01-01"",""end"":""2024-12-31"",""val"":4566317000,""accn"":""0001410578-25-000353"",""form"":""20"
003980,2024,patrimonio_liquido,58173786000,0.001,TRAVA,GERDAU S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001073404/ifrs-full/Equity.json,2026-09-06,"""entityName"":""GERDAU S.A."" ... ""tag"":""Equity"" ... {""end"":""2024-12-31"",""val"":58173786000,""accn"":""0001410578-25-000353"",""form"":""20-F"",""filed"":""2025-03-14""} | e o par ifrs-full:Equity"
003980,2024,receita_liquida,67026656000,0.001,TRAVA,GERDAU S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001073404/ifrs-full/Revenue.json,2026-09-06,"""entityName"":""GERDAU S.A."" ... ""tag"":""Revenue"" ... {""start"":""2024-01-01"",""end"":""2024-12-31"",""val"":67026656000,""accn"":""0001410578-25-000353"",""fy"":2024,""fp"":""FY"",""form"":""20-F"",""filed"
004170,2011,ativo_total,237088552000,0.001,DIVERGENCIA_FONTE,VALE S.A.,relatorio_anual,https://vale.com/documents/44618/2146054/Formul%C3%A1rio+de+Refer%C3%AAncia+2013.pdf/2ef22814-ed66-d467-55fa-94608ad4ce14?version=1.0&t=1669150685427,2026-09-06,"base_ou_safra_diferente | Item ""3.1 - Informações Financeiras - Consolidado"", coluna ""Exercício social (31/12/2011)"": ""Ativo Total 237.088.552.000,00"""
004170,2011,lucro_liquido,37419857000,0.001,TRAVA,VALE S.A.,relatorio_anual,https://vale.com/documents/44618/2146054/Formul%C3%A1rio+de+Refer%C3%AAncia+2013.pdf/2ef22814-ed66-d467-55fa-94608ad4ce14?version=1.0&t=1669150685427,2026-09-06,"Item 3.2.b, tabela ""em R$ milhares — Exercício social encerrado em 31 de dezembro de"", coluna 2011: ""Lucro líquido do período/exercício 37.419.857"" e, na linha seguinte, ""Prejuízo "
004170,2011,lucro_liquido_controladores,37813724944,0.001,TRAVA,VALE S.A.,relatorio_anual,https://vale.com/documents/44618/2146054/Formul%C3%A1rio+de+Refer%C3%AAncia+2013.pdf/2ef22814-ed66-d467-55fa-94608ad4ce14?version=1.0&t=1669150685427,2026-09-06,"Item 3.4.b, coluna 2011: ""Do total de R$37.813.724.944,02, após a dedução de reserva legal no valor de R$1.890.686.247,20, o montante de R$25.864.330.899,53 (68,4%) foi destinado à"
004170,2011,patrimonio_liquido,145383333000,0.001,DIVERGENCIA_FONTE,VALE S.A.,relatorio_anual,https://vale.com/documents/44618/2146054/Formul%C3%A1rio+de+Refer%C3%AAncia+2013.pdf/2ef22814-ed66-d467-55fa-94608ad4ce14?version=1.0&t=1669150685427,2026-09-06,"base_ou_safra_diferente | Item ""3.1 - Informações Financeiras - Consolidado"", coluna ""Exercício social (31/12/2011)"": ""Patrimônio Líquido 145.383.333.000,00"""
004170,2011,receita_liquida,102020000000,0.001,DIVERGENCIA_FONTE,VALE S.A.,site_fundamentalista,https://investimentos.com.br/ativo/vale3/resultados/,2026-09-06,"base_ou_safra_diferente | Tabela DRE anual, coluna 2011: ""Receita Líquida"": 102,02 B. (O Formulário de Referência 2013 da Vale, item 3.1, traz para o exercício 31/12/2011 ""Rec. Liq./Rec. Intermed. Fin./Prem"
004170,2024,ativo_total,496325000000,0.001,TRAVA,VALE S.A.,release_da_empresa,https://www.sec.gov/Archives/edgar/data/917851/000129281425000452/valedfbrgaap4q24_6k.htm,2026-09-06,"""Total assets"" = R$ 496.325 milhões (Statement of Financial Position, 31/12/2024)"
004170,2024,lucro_liquido,30431000000,0.001,TRAVA,VALE S.A.,release_da_empresa,https://www.sec.gov/Archives/edgar/data/917851/000129281425000452/valedfbrgaap4q24_6k.htm,2026-09-06,"""Net income"" = R$ 30.431 milhões; e a linha ""(Loss) net income attributable to noncontrolling interests"" = (R$ 1.161 milhões). Corroborado por https://investimentos.com.br/ativo/va"
004170,2024,lucro_liquido_controladores,31592000000,0.001,TRAVA,VALE S.A.,release_da_empresa,https://www.sec.gov/Archives/edgar/data/917851/000129281425000452/valedfbrgaap4q24_6k.htm,2026-09-06,"""Net income attributable to Vale S.A.'s shareholders"" = R$ 31.592 milhões. Corroborado por https://revistamineracao.com.br/2025/02/20/vale-registra-lucro-31-bilhoes-reais-2024/ : """
004170,2024,patrimonio_liquido,213720000000,0.001,TRAVA,VALE S.A.,release_da_empresa,https://www.sec.gov/Archives/edgar/data/917851/000129281425000452/valedfbrgaap4q24_6k.htm,2026-09-06,"""Total equity"" = R$ 213.720 milhões; ""Equity attributable to Vale S.A.'s shareholders"" = R$ 206.772 milhões (Statement of Financial Position, 31/12/2024)"
004170,2024,receita_liquida,206005000000,0.001,TRAVA,VALE S.A.,release_da_empresa,https://www.sec.gov/Archives/edgar/data/917851/000129281425000452/valedfbrgaap4q24_6k.htm,2026-09-06,"""Net operating revenue"" = R$ 206.005 milhões (Income Statement, exercício findo em 31/12/2024, consolidado, BR GAAP em reais)"
004820,2024,ativo_total,101575000000,0.001,TRAVA,BRASKEM S.A.,relatorio_anual,https://api.mziq.com/mzfilemanager/v2/d/540b55c5-af99-45f7-a772-92665eb948e9/8609c855-6bc0-cafc-588a-b533f163e2a0?origin=2,2026-09-06,"'Total do ativo 81.879 101.575 63.605 86.095' (Consolidado 2025 | Consolidado 2024 | Controladora 2025 | Controladora 2024, R$ milhoes) e 'Total do passivo e patrimonio liquido 81."
004820,2024,lucro_liquido,-12052000000,0.001,TRAVA,BRASKEM S.A.,relatorio_anual,https://api.mziq.com/mzfilemanager/v2/d/540b55c5-af99-45f7-a772-92665eb948e9/8609c855-6bc0-cafc-588a-b533f163e2a0?origin=2,2026-09-06,'Prejuizo do exercicio (10.961) (12.052) (9.880) (11.320)' seguido de 'Atribuivel a: Acionistas da Companhia (9.880) (11.320) ... Participacao de acionistas nao controladores em co
004820,2024,lucro_liquido_controladores,-11320000000,0.001,TRAVA,BRASKEM S.A.,relatorio_anual,https://api.mziq.com/mzfilemanager/v2/d/540b55c5-af99-45f7-a772-92665eb948e9/8609c855-6bc0-cafc-588a-b533f163e2a0?origin=2,2026-09-06,"'Atribuivel a: Acionistas da Companhia (9.880) (11.320) (9.880) (11.320)' — coluna Consolidado 2024 = (11.320) R$ milhoes. No release, a linha vem com nota de rodape explicita: 'Lu"
004820,2024,patrimonio_liquido,-4278000000,0.001,TRAVA,BRASKEM S.A.,relatorio_anual,https://api.mziq.com/mzfilemanager/v2/d/540b55c5-af99-45f7-a772-92665eb948e9/8609c855-6bc0-cafc-588a-b533f163e2a0?origin=2,2026-09-06,"Balanco patrimonial, 'Passivo e patrimonio liquido Nota 2025 2024 2025 2024' (Consolidado | Controladora): 'Patrimonio liquido 25 ... Total atribuivel aos acionistas da Companhia ("
004820,2024,receita_liquida,77411000000,0.001,TRAVA,BRASKEM S.A.,relatorio_anual,https://api.mziq.com/mzfilemanager/v2/d/540b55c5-af99-45f7-a772-92665eb948e9/8609c855-6bc0-cafc-588a-b533f163e2a0?origin=2,2026-09-06,"Demonstracao do resultado (R$ milhoes), colunas 'Consolidado 2025 | 2024' e 'Controladora 2025 | 2024': 'Receita liquida de vendas e servicos 27 70.717 77.411 50.687 53.014'. O val"
005410,2023,ativo_total,31496000000,0.001,TRAVA,WEG S.A.,site_fundamentalista,https://stockanalysis.com/quote/bvmf/WEGE3/financials/balance-sheet/,2026-09-06,"FY 2023, BRL in millions: ""Total Assets: 31,496"""
005410,2023,lucro_liquido,5867620000,0.001,TRAVA,WEG S.A.,site_fundamentalista,https://www.investing.com/equities/weg-on-ej-nm-income-statement,2026-09-06,"DRE anual 31/12/2023, BRL milhoes, linhas consecutivas: ""Minority Interest | -135.95"" e ""Net Income | 5,731.67"". Valor consolidado DERIVADO pela soma 5,731.67 + 135.95 = 5,867.62; "
005410,2023,lucro_liquido_controladores,5731000000,0.001,TRAVA,WEG S.A.,noticia,https://www.diariodajaragua.com.br/economia/weg-anuncia-lucro-de-r-5731-bilhoes-em-2023/478961/,2026-09-06,"""lucro de R$ 5,731 bilhoes"" e ""faturamento total de R$ 32,503 bilhoes"""
005410,2023,patrimonio_liquido,17855000000,0.001,TRAVA,WEG S.A.,site_fundamentalista,https://stockanalysis.com/quote/bvmf/WEGE3/financials/balance-sheet/,2026-09-06,"FY 2023, BRL in millions: ""Total Shareholders' Equity: 17,855"" e ""Minority Interest: 512.69"". 17,855 - 512.69 = 17,342.3, batendo com patrimonio_liquido_controladores do mart (17.3"
005410,2023,receita_liquida,32503600000,0.001,TRAVA,WEG S.A.,site_fundamentalista,https://www.investing.com/equities/weg-on-ej-nm-income-statement,2026-09-06,"Tabela anual do exercicio encerrado em 31/12/2023, em milhoes de BRL: ""Total Revenues | 32,503.60"""
008656,2024,ativo_total,86949000000,0.001,TRAVA,METALURGICA GERDAU S.A.,site_fundamentalista,https://stockanalysis.com/quote/bvmf/GOAU4/financials/balance-sheet/,2026-09-06,"Metalurgica Gerdau — Balance Sheet, FY 2024 (Dec 31, 2024), millions BRL: 'Total Assets 86.949 ... Total Liabilities (28.695) + Shareholders' Equity (58.254) = 86.949'"
008656,2024,lucro_liquido_controladores,1545000000,0.001,TRAVA,METALURGICA GERDAU S.A.,site_fundamentalista,https://stockanalysis.com/quote/bvmf/GOAU4/financials/,2026-09-06,"Metalurgica Gerdau (GOAU4), FY 2024 (Dec 31, 2024): 'Revenue 67,027 ... Net Income 1,545 ... Earnings Per Share (EPS) 1.14' (millions BRL). Trimestral 2024 na mesma fonte: Q1 685.7"
008656,2024,patrimonio_liquido,58254000000,0.001,TRAVA,METALURGICA GERDAU S.A.,site_fundamentalista,https://stockanalysis.com/quote/bvmf/GOAU4/financials/balance-sheet/,2026-09-06,"Metalurgica Gerdau — Balance Sheet, FY 2024 (Dec 31, 2024), millions BRL: 'Total Assets 86.949 | Total Liabilities 28.695 | Total Common Equity 20.036 | Minority Interest 38.218 | "
008656,2024,receita_liquida,67027000000,0.001,TRAVA,METALURGICA GERDAU S.A.,site_fundamentalista,https://stockanalysis.com/quote/bvmf/GOAU4/financials/,2026-09-06,"Metalurgica Gerdau (GOAU4) — Income Statement, 'Financials in millions BRL. Fiscal year is January - December.' | FY 2024 (Dec 31, 2024): Revenue 67,027; Gross Profit 9,203; Operat"
009067,2024,ativo_total,166106723000,0.001,TRAVA,SUZANO HOLDING S.A.,relatorio_anual,https://cdn.prod.website-files.com/6897987a448e952a9e762d96/691392db1bd4aa3a2cbcaa76_DFs%20e%20notas%20SH%2031.12.24%20ASSINADO.pdf,2026-09-06,"Balanço patrimonial (Em milhares de reais): ""Total do ativo circulante 42.346.172 38.624.387 787.529 408.754 | Total do ativo não circulante 123.760.551 105.030.636 9.590.079 12.75"
009067,2024,lucro_liquido,-7092255000,0.001,TRAVA,SUZANO HOLDING S.A.,relatorio_anual,https://cdn.prod.website-files.com/6897987a448e952a9e762d96/691392db1bd4aa3a2cbcaa76_DFs%20e%20notas%20SH%2031.12.24%20ASSINADO.pdf,2026-09-06,"""RESULTADO LÍQUIDO DO EXERCÍCIO (7.092.255) 14.068.548 (2.111.606) 3.949.227"" — as duas primeiras colunas são Consolidado (2024, 2023) e as duas últimas Controladora. Logo abaixo: "
009067,2024,lucro_liquido_controladores,-2111606000,0.001,TRAVA,SUZANO HOLDING S.A.,relatorio_anual,https://cdn.prod.website-files.com/6897987a448e952a9e762d96/691392db1bd4aa3a2cbcaa76_DFs%20e%20notas%20SH%2031.12.24%20ASSINADO.pdf,2026-09-06,"""Atribuível aos acionistas | Não controladores (4.980.649) 10.119.321 | Controladores (2.111.606) 3.949.227 (2.111.606) 3.949.227"". Também na nota de segmentos: ""Resultado atribuív"
009067,2024,patrimonio_liquido,32479559000,0.001,TRAVA,SUZANO HOLDING S.A.,relatorio_anual,https://cdn.prod.website-files.com/6897987a448e952a9e762d96/691392db1bd4aa3a2cbcaa76_DFs%20e%20notas%20SH%2031.12.24%20ASSINADO.pdf,2026-09-06,"Balanço patrimonial (Em milhares de reais), colunas Consolidado / Controladora: ""PATRIMÔNIO LÍQUIDO 24 | Capital social 5.775.670 4.775.670 5.775.670 4.775.670 | ... | Participaçõe"
009067,2024,receita_liquida,47405389000,0.001,TRAVA,SUZANO HOLDING S.A.,relatorio_anual,https://cdn.prod.website-files.com/6897987a448e952a9e762d96/691392db1bd4aa3a2cbcaa76_DFs%20e%20notas%20SH%2031.12.24%20ASSINADO.pdf,2026-09-06,"Suzano Holding S.A. — Demonstração do Resultado — Exercícios findos em (Em milhares de reais) | Nota 31/12/2024 31/12/2023 (colunas Consolidado / Controladora) | ""RECEITA LÍQUIDA 2"
009512,2011,ativo_total,599150000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/0001119639/000129281412000431/pbrarmfifrs4q11_6k.htm,2026-09-06,"""Total assets: 599,150"" (R$ milhoes, 31/12/2011, secao Balance Sheet Data Consolidated)"
009512,2011,lucro_liquido,33110000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/0001119639/000129281412000431/pbrarmfifrs4q11_6k.htm,2026-09-06,"""Consolidated net income: 33,110"" (R$ milhoes); ""Net income attributable to Non-controlling interests: (203)"". O 6-K do 4T12 repete o comparativo: ""Net income for the year ... comp"
009512,2011,lucro_liquido_controladores,33313000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/0001119639/000129281412000431/pbrarmfifrs4q11_6k.htm,2026-09-06,"""Net income attributable to Shareholders of Petrobras: 33,313"" (R$ milhoes). Imprensa (arredondada e SEM rotular a base): ""O resultado liquido da Petrobras ... caiu 5,8%, em 2011, "
